variant,entry_mode,return,max_drawdown,trade_count,gross_closed_pnl,net_closed_pnl,profit_factor,avg_winner,avg_loser,expectancy_per_trade,avg_R_realized,remove_best_trade_net,mfe_capture_ratio,squeeze_recent_bars,breakout_buffer_atr,close_near_high_max,body_frac_min,breakout_lookback,range_pos_threshold,squeeze_atr_q,winner_loser_ratio,return_over_dd
D18_SR12_BUF0.10_CH0.25_BF0.60_BL18_RP0.50_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,18,0.5,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL18_RP0.50_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,18,0.5,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL18_RP0.50_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,18,0.5,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL18_RP0.55_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,18,0.55,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL18_RP0.55_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,18,0.55,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL18_RP0.55_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,18,0.55,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL21_RP0.50_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,21,0.5,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL21_RP0.50_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,21,0.5,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL21_RP0.50_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,21,0.5,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL21_RP0.55_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,21,0.55,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL21_RP0.55_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,21,0.55,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.60_BL21_RP0.55_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.1,0.25,0.6,21,0.55,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL18_RP0.50_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,18,0.5,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL18_RP0.50_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,18,0.5,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL18_RP0.50_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,18,0.5,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL18_RP0.55_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,18,0.55,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL18_RP0.55_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,18,0.55,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL18_RP0.55_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,18,0.55,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL21_RP0.50_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,21,0.5,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL21_RP0.50_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,21,0.5,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL21_RP0.50_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,21,0.5,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL21_RP0.55_AQ0.25,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,21,0.55,0.25,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL21_RP0.55_AQ0.30,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,21,0.55,0.3,11.328464177856468,5.328794308711208
D18_SR12_BUF0.15_CH0.25_BF0.60_BL21_RP0.55_AQ0.35,chase,0.030470182670597534,-0.005718025674360638,14,317.88660589896244,307.0144863289624,6.293591209920259,73.0023757352902,-6.444154705276515,21.929606166354457,3.1525418253914284,124.99479602030098,-17.747112165984827,12,0.15,0.25,0.6,21,0.55,0.35,11.328464177856468,5.328794308711208
D18_SR12_BUF0.10_CH0.25_BF0.65_BL18_RP0.50_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,18,0.5,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL18_RP0.50_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,18,0.5,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL18_RP0.50_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,18,0.5,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL18_RP0.55_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,18,0.55,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL18_RP0.55_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,18,0.55,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL18_RP0.55_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,18,0.55,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL21_RP0.50_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,21,0.5,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL21_RP0.50_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,21,0.5,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL21_RP0.50_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,21,0.5,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL21_RP0.55_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,21,0.55,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL21_RP0.55_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,21,0.55,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.25_BF0.65_BL21_RP0.55_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.1,0.25,0.65,21,0.55,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL18_RP0.50_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,18,0.5,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL18_RP0.50_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,18,0.5,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL18_RP0.50_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,18,0.5,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL18_RP0.55_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,18,0.55,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL18_RP0.55_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,18,0.55,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL18_RP0.55_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,18,0.55,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL21_RP0.50_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,21,0.5,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL21_RP0.50_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,21,0.5,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL21_RP0.50_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,21,0.5,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL21_RP0.55_AQ0.25,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,21,0.55,0.25,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL21_RP0.55_AQ0.30,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,21,0.55,0.3,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.15_CH0.25_BF0.65_BL21_RP0.55_AQ0.35,chase,0.03039314810485272,-0.0057924311242176785,14,317.1048446708969,306.24556069589687,6.21124295718568,73.0023757352902,-6.529590886728235,21.874682906849777,3.1541076135905515,124.22587038723552,-17.764574131281627,12,0.15,0.25,0.65,21,0.55,0.35,11.180237322934227,5.2470452307635504
D18_SR12_BUF0.10_CH0.30_BF0.60_BL18_RP0.50_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,18,0.5,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL18_RP0.50_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,18,0.5,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL18_RP0.50_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,18,0.5,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL18_RP0.55_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,18,0.55,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL18_RP0.55_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,18,0.55,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL18_RP0.55_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,18,0.55,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL21_RP0.50_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,21,0.5,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL21_RP0.50_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,21,0.5,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL21_RP0.50_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,21,0.5,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL21_RP0.55_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,21,0.55,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL21_RP0.55_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,21,0.55,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.60_BL21_RP0.55_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.1,0.3,0.6,21,0.55,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL18_RP0.50_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,18,0.5,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL18_RP0.50_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,18,0.5,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL18_RP0.50_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,18,0.5,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL18_RP0.55_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,18,0.55,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL18_RP0.55_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,18,0.55,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL18_RP0.55_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,18,0.55,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL21_RP0.50_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,21,0.5,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL21_RP0.50_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,21,0.5,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL21_RP0.50_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,21,0.5,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL21_RP0.55_AQ0.25,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,21,0.55,0.25,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL21_RP0.55_AQ0.30,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,21,0.55,0.3,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.15_CH0.30_BF0.60_BL21_RP0.55_AQ0.35,chase,0.030315986074715084,-0.006569389980888851,16,317.2231809276472,305.8325687576472,5.32449767142335,75.3107030652902,-6.429176960800347,19.11453554735295,2.6901980673385384,123.81287844898583,-15.833771669115176,12,0.15,0.3,0.6,21,0.55,0.35,11.713894877131368,4.6147338128666355
D18_SR12_BUF0.10_CH0.30_BF0.65_BL18_RP0.50_AQ0.25,chase,0.03023895150897027,-0.0066437428576597846,16,316.44141969958173,305.06364312458174,5.267228821771556,75.3107030652902,-6.499079291079025,19.06647769528636,2.691568132012771,123.04395281592033,-15.849050888749877,12,0.1,0.3,0.65,18,0.5,0.25,11.587903407897423,4.551493361021161
D18_SR12_BUF0.10_CH0.30_BF0.65_BL18_RP0.50_AQ0.30,chase,0.03023895150897027,-0.0066437428576597846,16,316.44141969958173,305.06364312458174,5.267228821771556,75.3107030652902,-6.499079291079025,19.06647769528636,2.691568132012771,123.04395281592033,-15.849050888749877,12,0.1,0.3,0.65,18,0.5,0.3,11.587903407897423,4.551493361021161
D18_SR12_BUF0.10_CH0.30_BF0.65_BL18_RP0.50_AQ0.35,chase,0.03023895150897027,-0.0066437428576597846,16,316.44141969958173,305.06364312458174,5.267228821771556,75.3107030652902,-6.499079291079025,19.06647769528636,2.691568132012771,123.04395281592033,-15.849050888749877,12,0.1,0.3,0.65,18,0.5,0.35,11.587903407897423,4.551493361021161
