variant,entry_mode,return,max_drawdown,trade_count,gross_closed_pnl,net_closed_pnl,profit_factor,avg_winner,avg_loser,expectancy_per_trade,avg_R_realized,remove_best_trade_net,mfe_capture_ratio,breakout_lookback,range_expand_mult,stop_atr,trail_atr,winner_loser_ratio,return_over_dd
A_L20_RE1.3_S2.0_T2.4,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,20,1.3,2.0,2.4,7.802720026787695,1.9410623184167903
A_L20_RE1.3_S2.0_T2.8,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,20,1.3,2.0,2.8,7.802720026787695,1.9410623184167903
A_L25_RE1.2_S2.0_T2.0,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,25,1.2,2.0,2.0,7.802720026787695,1.9410623184167903
A_L25_RE1.2_S2.0_T2.4,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,25,1.2,2.0,2.4,7.802720026787695,1.9410623184167903
A_L25_RE1.2_S2.0_T2.8,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,25,1.2,2.0,2.8,7.802720026787695,1.9410623184167903
A_L25_RE1.3_S2.0_T2.0,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,25,1.3,2.0,2.0,7.802720026787695,1.9410623184167903
A_L25_RE1.3_S2.0_T2.4,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,25,1.3,2.0,2.4,7.802720026787695,1.9410623184167903
A_L25_RE1.3_S2.0_T2.8,chase,0.01589968893942939,-0.008191230538336258,18,169.9558962324367,161.92667903743668,3.001046164149113,48.56953804514948,-6.224693168331594,8.995926613190926,1.387709720027813,81.37118590025386,-14.464595223866484,25,1.3,2.0,2.8,7.802720026787695,1.9410623184167903
A_L15_RE1.4_S2.0_T2.0,chase,0.012319369478615672,-0.009735864703114161,15,132.36712133685657,125.61329446685659,2.8677485873311053,48.21678760738298,-6.113986905697761,8.374219631123772,1.2844290661107387,45.05780132967372,-2.575170509285792,15,1.4,2.0,2.0,7.88630861516054,1.265359560170874
A_L15_RE1.4_S2.0_T2.4,chase,0.012319369478615672,-0.009735864703114161,15,132.36712133685657,125.61329446685659,2.8677485873311053,48.21678760738298,-6.113986905697761,8.374219631123772,1.2844290661107387,45.05780132967372,-2.575170509285792,15,1.4,2.0,2.4,7.88630861516054,1.265359560170874
A_L15_RE1.4_S2.0_T2.8,chase,0.012319369478615672,-0.009735864703114161,15,132.36712133685657,125.61329446685659,2.8677485873311053,48.21678760738298,-6.113986905697761,8.374219631123772,1.2844290661107387,45.05780132967372,-2.575170509285792,15,1.4,2.0,2.8,7.88630861516054,1.265359560170874
A_L20_RE1.4_S2.0_T2.0,chase,0.01226507834638424,-0.009789027631680991,15,131.72944856816454,125.07395625316457,2.8449338133821853,48.21678760738298,-6.163017652397039,8.338263750210972,1.2855406769104867,44.518463115981696,-17.206252794192753,20,1.4,2.0,2.0,7.8235679868010095,1.2529414368685419
A_L20_RE1.4_S2.0_T2.4,chase,0.01226507834638424,-0.009789027631680991,15,131.72944856816454,125.07395625316457,2.8449338133821853,48.21678760738298,-6.163017652397039,8.338263750210972,1.2855406769104867,44.518463115981696,-17.206252794192753,20,1.4,2.0,2.4,7.8235679868010095,1.2529414368685419
A_L20_RE1.4_S2.0_T2.8,chase,0.01226507834638424,-0.009789027631680991,15,131.72944856816454,125.07395625316457,2.8449338133821853,48.21678760738298,-6.163017652397039,8.338263750210972,1.2855406769104867,44.518463115981696,-17.206252794192753,20,1.4,2.0,2.8,7.8235679868010095,1.2529414368685419
A_L25_RE1.4_S2.0_T2.0,chase,0.01226507834638424,-0.009789027631680991,15,131.72944856816454,125.07395625316457,2.8449338133821853,48.21678760738298,-6.163017652397039,8.338263750210972,1.2855406769104867,44.518463115981696,-17.206252794192753,25,1.4,2.0,2.0,7.8235679868010095,1.2529414368685419
A_L25_RE1.4_S2.0_T2.4,chase,0.01226507834638424,-0.009789027631680991,15,131.72944856816454,125.07395625316457,2.8449338133821853,48.21678760738298,-6.163017652397039,8.338263750210972,1.2855406769104867,44.518463115981696,-17.206252794192753,25,1.4,2.0,2.4,7.8235679868010095,1.2529414368685419
A_L25_RE1.4_S2.0_T2.8,chase,0.01226507834638424,-0.009789027631680991,15,131.72944856816454,125.07395625316457,2.8449338133821853,48.21678760738298,-6.163017652397039,8.338263750210972,1.2855406769104867,44.518463115981696,-17.206252794192753,25,1.4,2.0,2.8,7.8235679868010095,1.2529414368685419
A_L15_RE1.2_S1.8_T2.0,chase,0.009992443185065092,-0.005201573622655498,22,111.31999563849382,103.46187186849383,2.0610661048458363,40.19386846459254,-5.73573355614523,4.702812357658811,0.9376880944680047,31.012725915029243,-1.95386566687602,15,1.2,1.8,2.0,7.007624756475844,1.9210423440981248
A_L15_RE1.2_S1.8_T2.4,chase,0.009992443185065092,-0.005201573622655498,22,111.31999563849382,103.46187186849383,2.0610661048458363,40.19386846459254,-5.73573355614523,4.702812357658811,0.9376880944680047,31.012725915029243,-1.95386566687602,15,1.2,1.8,2.4,7.007624756475844,1.9210423440981248
A_L15_RE1.2_S1.8_T2.8,chase,0.009992443185065092,-0.005201573622655498,22,111.31999563849382,103.46187186849383,2.0610661048458363,40.19386846459254,-5.73573355614523,4.702812357658811,0.9376880944680047,31.012725915029243,-1.95386566687602,15,1.2,1.8,2.8,7.007624756475844,1.9210423440981248
