variant,entry_mode,return,max_drawdown,trade_count,gross_closed_pnl,net_closed_pnl,profit_factor,avg_winner,avg_loser,expectancy_per_trade,avg_R_realized,remove_best_trade_net,mfe_capture_ratio,take_R,trail_atr,stop_atr,breakout_lookback,winner_loser_ratio,return_over_dd
PC_TK12_TR2.0_ST2.2_BL12,chase,0.026356608879980925,-0.009364247059077457,17,277.0948851073977,266.5988212923977,4.12736638290317,70.36917827980128,-7.1039225088840565,15.68228360543516,2.280143307445037,133.23503483604614,-1.967469841350458,12.0,2.0,2.2,12,9.905679318967607,2.814599904690844
PC_TK12_TR2.0_ST2.2_BL15,chase,0.026356608879980925,-0.009364247059077457,17,277.0948851073977,266.5988212923977,4.12736638290317,70.36917827980128,-7.1039225088840565,15.68228360543516,2.280143307445037,133.23503483604614,-1.967469841350458,12.0,2.0,2.2,15,9.905679318967607,2.814599904690844
PC_TK12_TR2.4_ST2.2_BL12,chase,0.026356608879980925,-0.009364247059077457,17,277.0948851073977,266.5988212923977,4.12736638290317,70.36917827980128,-7.1039225088840565,15.68228360543516,2.280143307445037,133.23503483604614,-1.967469841350458,12.0,2.4,2.2,12,9.905679318967607,2.814599904690844
PC_TK12_TR2.4_ST2.2_BL15,chase,0.026356608879980925,-0.009364247059077457,17,277.0948851073977,266.5988212923977,4.12736638290317,70.36917827980128,-7.1039225088840565,15.68228360543516,2.280143307445037,133.23503483604614,-1.967469841350458,12.0,2.4,2.2,15,9.905679318967607,2.814599904690844
PC_TK12_TR2.8_ST2.2_BL12,chase,0.026356608879980925,-0.009364247059077457,17,277.0948851073977,266.5988212923977,4.12736638290317,70.36917827980128,-7.1039225088840565,15.68228360543516,2.280143307445037,133.23503483604614,-1.967469841350458,12.0,2.8,2.2,12,9.905679318967607,2.814599904690844
PC_TK12_TR2.8_ST2.2_BL15,chase,0.026356608879980925,-0.009364247059077457,17,277.0948851073977,266.5988212923977,4.12736638290317,70.36917827980128,-7.1039225088840565,15.68228360543516,2.280143307445037,133.23503483604614,-1.967469841350458,12.0,2.8,2.2,15,9.905679318967607,2.814599904690844
PC_TK12_TR2.0_ST2.4_BL18,chase,0.025752873027166112,-0.006005467025037903,13,270.04632008673366,259.9046520017336,4.990401109318883,65.00742296996694,-8.14155785601264,19.992665538594892,2.7284469808251615,114.42196414480459,-22.86071259144489,12.0,2.0,2.4,18,7.984641774910212,4.288238186938272
PC_TK12_TR2.4_ST2.4_BL18,chase,0.025752873027166112,-0.006005467025037903,13,270.04632008673366,259.9046520017336,4.990401109318883,65.00742296996694,-8.14155785601264,19.992665538594892,2.7284469808251615,114.42196414480459,-22.86071259144489,12.0,2.4,2.4,18,7.984641774910212,4.288238186938272
PC_TK12_TR2.8_ST2.4_BL18,chase,0.025752873027166112,-0.006005467025037903,13,270.04632008673366,259.9046520017336,4.990401109318883,65.00742296996694,-8.14155785601264,19.992665538594892,2.7284469808251615,114.42196414480459,-22.86071259144489,12.0,2.8,2.4,18,7.984641774910212,4.288238186938272
PC_TK12_TR2.0_ST2.0_BL18,chase,0.025184066074132483,-0.008155544838062578,16,263.46453926098627,254.4461292609863,4.707645194071224,64.6147101389819,-6.238856493993027,15.902883078811644,2.51930734830732,133.277327705212,-16.133900199645836,12.0,2.0,2.0,18,10.356819426956694,3.0879685630071503
